0,Thor
1,Captain America
2,Captain America
3,Falcon
4,Falcon
5,Captain America
6,Falcon
7,Captain America
8,Falcon
9,Captain America
10,Falcon
11,Falcon
12,Captain America
13,Falcon
14,Captain America
15,Falcon
16,Captain America
17,Falcon
18,Captain America
19,Falcon
20,Captain America
21,Captain America
22,Falcon
23,Captain America
24,Falcon
25,Captain America
26,Captain America
27,Falcon
28,Captain America
29,Falcon
30,Captain America
31,Falcon
32,Black Widow
33,Captain America
34,Falcon
35,Black Widow
36,Captain America
37,Falcon
38,Crossbones
39,Captain America
40,Crossbones
41,Captain America
42,Crossbones
43,Captain America
44,Black Widow
45,Captain America
46,Black Widow
47,Captain America
48,Crossbones
49,Crossbones
50,Captain America
51,Crossbones
52,Crossbones
53,Captain America
54,Crossbones
55,Captain America
56,Black Widow
57,Captain America
58,pilot
59,Black Widow
60,Captain America
61,Black Widow
62,Captain America
63,strikeagent
64,Crossbones
65,frenchpirate
66,Captain America
67,Crossbones
68,Black Widow
69,Captain America
70,Black Widow
71,frenchpirate
72,Georges Batroc
73,frenchpirate
74,frenchpirate
75,durand
76,Black Widow
77,frenchpirate
78,frenchpirate
79,frenchpirate
80,frenchpirate
81,frenchpirate
82,frenchpirate
83,frenchpirate
84,strikeagent
85,Crossbones
86,Captain America
87,Captain America
88,Black Widow
89,Black Widow
90,frenchpirate
91,Captain America
92,Sitwell
93,frenchpirate
94,Crossbones
95,Captain America
96,Captain America
97,Georges Batroc
98,Captain America
99,Black Widow
100,Captain America
101,Black Widow
102,Captain America
103,Captain America
104,Black Widow
105,Captain America
106,Black Widow
107,Black Widow
108,Captain America
109,Black Widow
110,Black Widow
111,Captain America
112,Captain America
113,Nick Fury
114,Captain America
115,Nick Fury
116,Captain America
117,Nick Fury
118,Captain America
119,Nick Fury
120,Captain America
121,Nick Fury
122,Captain America
123,Nick Fury
124,Nick Fury
125,shieldcomputer
126,Nick Fury
127,shieldcomputer
128,Captain America
129,Nick Fury
130,Captain America
131,Nick Fury
132,Captain America
133,Nick Fury
134,Nick Fury
135,Nick Fury
136,Nick Fury
137,Captain America
138,Nick Fury
139,Captain America
140,Nick Fury
141,Captain America
142,Nick Fury
143,Captain America
144,Nick Fury
145,Captain America
146,Nick Fury
147,Captain America
148,Nick Fury
149,Captain America
150,womanonpa
151,Peggy Carter
152,Captain America
153,Peggy Carter
154,Peggy Carter
155,Captain America
156,Peggy Carter
157,Captain America
158,Peggy Carter
159,Captain America
160,Peggy Carter
161,Captain America
162,Peggy Carter
163,Captain America
164,Peggy Carter
165,Captain America
166,Nick Fury
167,shieldcomputer
